Gene_acc,Gene_id,srank,Intensity,FDR,Desc
436,sp|P62754|RS6_MOUSE,2.081381,8.395710709035136,0.86287,40S ribosomal protein S6
437,tr|L7N236|L7N236_MOUSE,2.078228,8.310799483834392,0.86287,none
438,tr|Q80VB6|Q80VB6_MOUSE,-2.0749880000000003,8.09642333059527,0.86287,tr|Q80VB6|Q80VB6_MOUSE Dclk1 protein
439,tr|E9Q0U7|E9Q0U7_MOUSE,-2.07074,8.229579462665646,0.86287,tr|E9Q0U7|E9Q0U7_MOUSE Heat shock protein 105 kDa
440,sp|P35279|RAB6A_MOUSE,2.053876,8.378888249590414,0.86546,Ras-related protein Rab-6A
441,sp|Q9D1R1|T126B_MOUSE,-2.052135,6.733333713284824,0.86546,"Complex I assembly factor TMEM126B, mitochondrial"
442,sp|P81122|IRS2_MOUSE,-2.051486,8.177623061631355,0.86546,Insulin receptor substrate 2
443,sp|P15919|RAG1_MOUSE,-2.050818,7.297694869693073,0.86546,V(D)J recombination-activating protein 1
444,sp|Q8CJF9|AGO3_MOUSE,-2.042051,7.5842746719249865,0.86546,Protein argonaute-3
445,sp|Q8K358|PIGU_MOUSE,2.035772,7.1573963193232295,0.86546,Phosphatidylinositol glycan anchor biosynthesis class U protein
446,sp|P50544|ACADV_MOUSE,-2.024279,7.714103331018113,0.86635,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial"
447,sp|Q9QYH6|MAGD1_MOUSE,-1.992566,9.086537783753208,0.8781700000000001,Melanoma-associated antigen D1
448,sp|P61211|ARL1_MOUSE,-1.988724,8.36891880234938,0.8781700000000001,ADP-ribosylation factor-like protein 1
449,sp|P62911|RL32_MOUSE,1.984845,8.002986340856785,0.8781700000000001,60S ribosomal protein L32
450,sp|Q9DCR2|AP3S1_MOUSE,-1.981078,7.953807997665307,0.8781700000000001,AP-3 complex subunit sigma-1
451,sp|P08113|ENPL_MOUSE,1.965154,8.719472161197968,0.8821899999999999,Endoplasmin
452,sp|P62242|RS8_MOUSE,1.963542,8.747201990645417,0.8821899999999999,40S ribosomal protein S8
453,sp|Q60931|VDAC3_MOUSE,-1.942331,8.594668731295325,0.8891899999999999,Voltage-dependent anion-selective channel protein 3
454,sp|Q8BHL3|TB10B_MOUSE,-1.936331,6.773932647467645,0.88965,TBC1 domain family member 10B
455,sp|Q8JZU2|TXTP_MOUSE,-1.926941,8.492117548668531,0.8920600000000001,"Tricarboxylate transport protein, mitochondrial"
456,sp|Q9CXW4|RL11_MOUSE,1.926272,8.943004545384351,0.8920600000000001,60S ribosomal protein L11
457,sp|P35278|RAB5C_MOUSE,1.923953,8.214578953570498,0.8920600000000001,Ras-related protein Rab-5C
458,tr|A0A0A6YXE3|A0A0A6YXE3_MOUSE,-1.912826,7.159206133646325,0.89255,tr|A0A0A6YXE3|A0A0A6YXE3_MOUSE Muscleblind-like protein 1
459,tr|A0A0G2JDL3|A0A0G2JDL3_MOUSE,-1.898802,7.051306910817974,0.89704,tr|A0A0G2JDL3|A0A0G2JDL3_MOUSE Cyclin-dependent-like kinase 5
460,sp|P10404|ENV1_MOUSE,-1.894228,7.115044395258413,0.89733,MLV-related proviral Env polyprotein
461,sp|Q64337|SQSTM_MOUSE,1.886798,8.41614103116833,0.89859,Sequestosome-1
462,sp|P62900|RL31_MOUSE,1.879257,8.50593642456655,0.90004,60S ribosomal protein L31
463,tr|E9Q5Q0|E9Q5Q0_MOUSE,1.879093,7.673702702709042,0.90004,tr|E9Q5Q0|E9Q5Q0_MOUSE Ataxin-2-like protein (Fragment)
464,sp|Q7TPM9|MTMRA_MOUSE,1.829199,8.020775488193557,0.91935,Myotubularin-related protein 10
465,tr|D3Z4B0|D3Z4B0_MOUSE,1.827419,7.1220519626332495,0.91935,none
466,sp|Q8K2Y0|OBI1_MOUSE,-1.82122,8.063971006964762,0.91935,ORC ubiquitin ligase 1
467,sp|Q9WVF7|DPOE1_MOUSE,1.819935,6.3793236507533155,0.91935,DNA polymerase epsilon catalytic subunit A
468,tr|F8VQ11|F8VQ11_MOUSE,-1.818468,6.786105176895488,0.91935,tr|F8VQ11|F8VQ11_MOUSE Rho GTPase-activating protein 23
469,sp|Q7TMM9|TBB2A_MOUSE,-1.818079,9.317478313923019,0.91935,Tubulin beta-2A chain
470,sp|Q60714|S27A1_MOUSE,-1.815055,6.665834177482882,0.91935,Long-chain fatty acid transport protein 1
471,sp|Q3U7R1|ESYT1_MOUSE,1.814891,8.053616174404391,0.91935,Extended synaptotagmin-1
472,sp|P06537|GCR_MOUSE,1.814523,7.262166213051207,0.91935,Glucocorticoid receptor
473,sp|Q8BP71|RFOX2_MOUSE,-1.810933,8.866854210735118,0.91935,RNA binding protein fox-1 homolog 2
474,tr|A2AL85|A2AL85_MOUSE,-1.806914,7.999465488995561,0.91935,tr|A2AL85|A2AL85_MOUSE Aspartyl/asparaginyl beta-hydroxylase
475,sp|Q9CR62|M2OM_MOUSE,-1.8004330000000002,8.542327382773975,0.91935,Mitochondrial 2-oxoglutarate/malate carrier protein
476,sp|Q7TN29|SMAP2_MOUSE,-1.7983240000000005,6.690337867323898,0.91935,Stromal membrane-associated protein 2
477,sp|P49717|MCM4_MOUSE,-1.794398,8.832560003169434,0.91935,DNA replication licensing factor MCM4
478,tr|A0A0N4SVQ1|A0A0N4SVQ1_MOUSE,-1.7798740000000002,9.04945061813155,0.91935,tr|A0A0N4SVQ1|A0A0N4SVQ1_MOUSE Cytochrome c oxidase subunit NDUFA4
479,sp|Q91Z96|BMP2K_MOUSE,-1.756199,8.22654835384141,0.92621,BMP-2-inducible protein kinase
480,tr|Q5RIM6|Q5RIM6_MOUSE,-1.753264,6.9240620845160175,0.92621,tr|Q5RIM6|Q5RIM6_MOUSE Nuclear receptor corepressor 1
481,sp|E9Q5G3|KIF23_MOUSE,1.7515310000000002,7.2308829988575924,0.92621,Kinesin-like protein KIF23
482,sp|Q62093|SRSF2_MOUSE,-1.746128,8.05530186434744,0.92621,Serine/arginine-rich splicing factor 2
483,tr|A0A2I3BQE0|A0A2I3BQE0_MOUSE,-1.740978,8.415640979896155,0.9268,tr|A0A2I3BQE0|A0A2I3BQE0_MOUSE Serine/threonine-protein kinase 3
484,sp|Q9JIK5|DDX21_MOUSE,1.740393,7.627283906506273,0.9268,Nucleolar RNA helicase 2
485,sp|P19253|RL13A_MOUSE,1.729854,8.599970358674707,0.92891,60S ribosomal protein L13a
486,sp|Q9D2V8|MFS10_MOUSE,-1.720106,8.506559146725783,0.93209,Major facilitator superfamily domain-containing protein 10
487,sp|P17182|ENOA_MOUSE,1.717671,8.779148980741438,0.93209,Alpha-enolase
488,sp|Q921J2|RHEB_MOUSE,-1.712675,7.560886569523761,0.93209,GTP-binding protein Rheb
489,tr|A2AFJ1|A2AFJ1_MOUSE,-1.705714,8.800373354891349,0.93392,tr|A2AFJ1|A2AFJ1_MOUSE Histone-binding protein RBBP7
490,sp|P29533|VCAM1_MOUSE,-1.6975060000000002,6.673361938712162,0.93664,Vascular cell adhesion protein 1
491,sp|Q3THW5|H2AV_MOUSE,-1.685814,8.98513445098954,0.94077,Histone H2A.V
492,tr|A0A0G2JDV8|A0A0G2JDV8_MOUSE,1.6855830000000005,8.219977256744622,0.94077,tr|A0A0G2JDV8|A0A0G2JDV8_MOUSE Calponin
493,sp|Q8CFE6|S38A2_MOUSE,1.682321,8.2043913319193,0.94077,Sodium-coupled neutral amino acid transporter 2
494,sp|Q8BJ34|MARF1_MOUSE,-1.675016,8.229758611221373,0.94093,Meiosis regulator and mRNA stability factor 1
495,sp|Q91VR5|DDX1_MOUSE,1.669668,8.12772015289232,0.94183,ATP-dependent RNA helicase DDX1
496,sp|Q5SUF2|LC7L3_MOUSE,1.666635,7.768393880669761,0.94183,Luc7-like protein 3
497,sp|P00405|COX2_MOUSE,-1.666063,9.096110175084595,0.94183,Cytochrome c oxidase subunit 2
498,sp|Q9D1G1|RAB1B_MOUSE,1.665203,8.138713109876011,0.94183,Ras-related protein Rab-1B
499,tr|D3YY73|D3YY73_MOUSE,-1.649373,6.383114905342069,0.94412,tr|D3YY73|D3YY73_MOUSE Histone deacetylase complex subunit SAP18
500,tr|G5E881|G5E881_MOUSE,-1.6491939999999998,8.00680820849258,0.94412,"tr|G5E881|G5E881_MOUSE Phosphatidate cytidylyltransferase, mitochondrial"
501,sp|P14148|RL7_MOUSE,1.641012,8.669623661221742,0.9446,60S ribosomal protein L7
502,sp|Q91ZE0|TMLH_MOUSE,-1.6392669999999998,7.278456350394209,0.9446,"Trimethyllysine dioxygenase, mitochondrial"
503,sp|P84104|SRSF3_MOUSE,1.631181,7.628051582171172,0.94615,Serine/arginine-rich splicing factor 3
504,sp|Q5RJH6|SMG7_MOUSE,-1.630826,7.968394212659571,0.94615,Protein SMG7
505,sp|O08547|SC22B_MOUSE,1.625818,7.939559185907406,0.94615,Vesicle-trafficking protein SEC22b
506,tr|E9PXY1|E9PXY1_MOUSE,-1.6220290000000002,7.804589174829305,0.94615,tr|E9PXY1|E9PXY1_MOUSE Cullin-4B
507,sp|Q9D0F3|LMAN1_MOUSE,1.620981,8.323808795527016,0.94615,Protein ERGIC-53
508,tr|H7BX26|H7BX26_MOUSE,-1.618695,7.4273075507460415,0.94615,tr|H7BX26|H7BX26_MOUSE Centrosomal protein of 170 kDa
509,tr|F8WIR1|F8WIR1_MOUSE,-1.616156,6.681557795037682,0.94615,tr|F8WIR1|F8WIR1_MOUSE Cathepsin D
510,tr|A0A0J9YUD5|A0A0J9YUD5_MOUSE,-1.615425,7.89191082383833,0.94615,none
511,tr|B1AUN3|B1AUN3_MOUSE,-1.61388,7.7476991706807885,0.94615,none
512,tr|Q5SUH7|Q5SUH7_MOUSE,1.605843,8.34275814241929,0.94615,tr|Q5SUH7|Q5SUH7_MOUSE Clathrin interactor 1
513,sp|Q9CR89|ERGI2_MOUSE,-1.604354,7.6742363358069285,0.94615,Endoplasmic reticulum-Golgi intermediate compartment protein 2
514,sp|Q9CX86|ROA0_MOUSE,-1.604137,8.421784845215253,0.94615,Heterogeneous nuclear ribonucleoprotein A0
515,sp|Q5I1X5|IASPP_MOUSE,-1.596302,7.30629632863675,0.94615,RelA-associated inhibitor
516,sp|Q64523|H2A2C_MOUSE,-1.591295,10.214896807560221,0.94615,Histone H2A type 2-C
517,tr|A0A0R4J044|A0A0R4J044_MOUSE,-1.59107,7.700028392163175,0.94615,tr|A0A0R4J044|A0A0R4J044_MOUSE Poly(rC)-binding protein 4
518,sp|Q91XC0|AJUBA_MOUSE,-1.591056,6.697734853261521,0.94615,LIM domain-containing protein ajuba
519,sp|Q569Z5|DDX46_MOUSE,1.574951,6.7869287937967515,0.9479,Probable ATP-dependent RNA helicase DDX46
520,sp|Q9R008|KIME_MOUSE,-1.572703,8.599413605790637,0.9479,Mevalonate kinase
521,sp|O09005|DEGS1_MOUSE,-1.565975,7.726360389020988,0.94935,Sphingolipid delta(4)-desaturase DES1
522,sp|Q9CQV8|1433B_MOUSE,1.559086,8.062243441026478,0.95119,14-3-3 protein beta/alpha
523,sp|Q64261|CDK6_MOUSE,-1.556907,8.185031920432769,0.95119,Cyclin-dependent kinase 6
524,sp|B1ARD6|SLFN9_MOUSE,-1.547932,8.869184766438114,0.95375,Schlafen family member 9
525,sp|Q8K2D3|EDC3_MOUSE,-1.544075,7.366329550519106,0.95426,Enhancer of mRNA-decapping protein 3
526,tr|E9PY55|E9PY55_MOUSE,-1.5337379999999998,8.655253718928831,0.9581,tr|E9PY55|E9PY55_MOUSE Nuclear receptor corepressor 2
527,sp|P13439|UMPS_MOUSE,-1.53156,7.917872955198848,0.9581,Uridine 5-monophosphate synthase
528,sp|Q8BMF4|ODP2_MOUSE,1.52295,8.809364406539844,0.96072,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"
529,sp|Q8VCH6|DHC24_MOUSE,-1.521105,7.365413100076178,0.96072,Delta(24)-sterol reductase
530,tr|B9EKJ3|B9EKJ3_MOUSE,-1.519003,6.795768823723317,0.96072,tr|B9EKJ3|B9EKJ3_MOUSE Mon2 protein
531,sp|P46935|NEDD4_MOUSE,1.518752,8.602092562192713,0.96072,E3 ubiquitin-protein ligase NEDD4
532,sp|Q8VDW0|DX39A_MOUSE,-1.516528,8.407186882630821,0.96072,ATP-dependent RNA helicase DDX39A
533,tr|Q4FE56|Q4FE56_MOUSE,-1.511601,7.715827920054192,0.96072,tr|Q4FE56|Q4FE56_MOUSE Probable ubiquitin carboxyl-terminal hydrolase FAF-X
534,sp|E9QAT4|SC16A_MOUSE,-1.509295,8.98733103180897,0.96072,Protein transport protein Sec16A
535,sp|P10922|H10_MOUSE,-1.506119,8.925564754682139,0.96072,Histone H1.0
536,sp|Q8K1N4|SPAS2_MOUSE,-1.504098,6.565351873426987,0.96072,Spermatogenesis-associated serine-rich protein 2
537,sp|Q9QXB9|DRG2_MOUSE,1.503503,7.327215849106363,0.96072,Developmentally-regulated GTP-binding protein 2
538,sp|Q5SNZ0|GRDN_MOUSE,1.500344,8.101884487167542,0.96072,Girdin
539,sp|Q9QZK2|BCAR3_MOUSE,-1.500198,7.5950771570076965,0.96072,Breast cancer anti-estrogen resistance protein 3 homolog
540,sp|O35874|SATT_MOUSE,1.499806,8.431379848841935,0.96072,Neutral amino acid transporter A
541,tr|A0A0R4J0I4|A0A0R4J0I4_MOUSE,1.495582,8.020402720983878,0.96072,tr|A0A0R4J0I4|A0A0R4J0I4_MOUSE Chromosome transmission fidelity protein 18 homolog
542,tr|Q8C4C9|Q8C4C9_MOUSE,-1.483363,7.35905722763489,0.96072,tr|Q8C4C9|Q8C4C9_MOUSE DnaJ homolog subfamily B member 12
543,sp|Q8CEC0|NUP88_MOUSE,-1.478271,9.380355982416797,0.96072,Nuclear pore complex protein Nup88
544,sp|Q922H4|GMPPA_MOUSE,1.460797,7.3843534141375065,0.96761,Mannose-1-phosphate guanyltransferase alpha
545,sp|Q3UHK8|TNR6A_MOUSE,-1.460183,9.291790506385784,0.96761,Trinucleotide repeat-containing gene 6A protein
546,sp|Q61602|GLI3_MOUSE,-1.459948,9.27018954270418,0.96761,Transcriptional activator GLI3
547,sp|P17427|AP2A2_MOUSE,1.456197,8.384012727711573,0.96761,AP-2 complex subunit alpha-2
548,sp|Q99J99|THTM_MOUSE,-1.454863,8.164323108568295,0.96761,3-mercaptopyruvate sulfurtransferase
549,sp|Q8VDF2|UHRF1_MOUSE,-1.450025,8.276415844653448,0.96761,E3 ubiquitin-protein ligase UHRF1
550,sp|P34152|FAK1_MOUSE,-1.446636,7.950768774576885,0.96761,Focal adhesion kinase 1
551,sp|Q9WTI7|MYO1C_MOUSE,1.446276,8.923917223113106,0.96761,Unconventional myosin-Ic
552,tr|E0CYM1|E0CYM1_MOUSE,-1.435698,7.483487447679593,0.96783,tr|E0CYM1|E0CYM1_MOUSE Filamin A-interacting protein 1-like
553,tr|E9Q5B5|E9Q5B5_MOUSE,-1.434023,8.226625678595804,0.96783,tr|E9Q5B5|E9Q5B5_MOUSE Hexokinase-2
554,sp|Q8CJG1|AGO1_MOUSE,-1.433804,8.35635097803057,0.96783,Protein argonaute-1
555,sp|Q921F2|TADBP_MOUSE,-1.428649,7.839509471308361,0.96783,TAR DNA-binding protein 43
556,tr|A0A494B9S9|A0A494B9S9_MOUSE,1.423779,7.393575203269587,0.96785,none
557,tr|A0A2R8W710|A0A2R8W710_MOUSE,-1.417724,6.727809558365384,0.9695,tr|A0A2R8W710|A0A2R8W710_MOUSE ATP-dependent DNA helicase Q4
558,sp|Q922R8|PDIA6_MOUSE,-1.416819,7.8665944864062345,0.9695,Protein disulfide-isomerase A6
559,sp|Q8BU30|SYIC_MOUSE,1.416743,8.110892600802218,0.9695,"Isoleucine--tRNA ligase, cytoplasmic"
560,sp|O35648|CETN3_MOUSE,-1.414134,6.777781943096183,0.9695,Centrin-3
561,sp|Q8VEB2|SAV1_MOUSE,-1.413999,8.172223341427753,0.9695,Protein salvador homolog 1
562,sp|P56480|ATPB_MOUSE,1.413797,8.908077341412081,0.9695,"ATP synthase subunit beta, mitochondrial"
563,sp|Q8BG51|MIRO1_MOUSE,-1.410059,7.667639706056411,0.9695,Mitochondrial Rho GTPase 1
564,sp|P35486|ODPA_MOUSE,1.405591,8.434089638417891,0.9695,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"
565,sp|Q9QXX4|CMC2_MOUSE,-1.400101,8.449339526174967,0.9695,Calcium-binding mitochondrial carrier protein Aralar2
566,tr|B7ZCU2|B7ZCU2_MOUSE,1.387092,6.9462458769731175,0.97166,none
567,tr|B2RXT3|B2RXT3_MOUSE,-1.384935,8.171346096687177,0.97166,none
568,sp|Q3TJZ6|FA98A_MOUSE,1.374567,7.600253919030564,0.97585,Protein FAM98A
569,sp|Q80TN5|ZDH17_MOUSE,-1.369186,6.696513650009151,0.97746,Palmitoyltransferase ZDHHC17
570,tr|Q4ZGD9|Q4ZGD9_MOUSE,-1.360371,7.275288314435602,0.9807,none
571,sp|P54116|STOM_MOUSE,1.35946,8.383438335256656,0.9807,Erythrocyte band 7 integral membrane protein
572,sp|Q6DFV5|HELZ_MOUSE,-1.356331,9.421241863921056,0.9807,Probable helicase with zinc finger domain
573,sp|Q00993|UFO_MOUSE,1.345683,7.561351865910294,0.985,Tyrosine-protein kinase receptor UFO
574,tr|A0A338P7E9|A0A338P7E9_MOUSE,-1.345412,6.498751517890846,0.985,tr|A0A338P7E9|A0A338P7E9_MOUSE Serine/threonine-protein kinase RIO2
575,sp|Q9CPR4|RL17_MOUSE,1.343179,8.646893624167745,0.985,60S ribosomal protein L17
576,sp|P35288|RAB23_MOUSE,1.339164,6.891671237676262,0.985,Ras-related protein Rab-23
577,sp|Q99K48|NONO_MOUSE,-1.338492,8.97164224610359,0.985,Non-POU domain-containing octamer-binding protein
578,tr|A0A0A6YX18|A0A0A6YX18_MOUSE,-1.33316,8.13360277051016,0.985,tr|A0A0A6YX18|A0A0A6YX18_MOUSE V-type proton ATPase subunit H
579,sp|Q9D1D4|TMEDA_MOUSE,1.330017,8.097222592519902,0.985,Transmembrane emp24 domain-containing protein 10
580,tr|A0A0N5E9G7|A0A0N5E9G7_MOUSE,-1.328167,7.979170364938068,0.985,tr|A0A0N5E9G7|A0A0N5E9G7_MOUSE Replication factor C subunit 1
581,sp|Q9D892|ITPA_MOUSE,-1.327802,7.922507477751827,0.985,Inosine triphosphate pyrophosphatase
582,tr|A2ATL1|A2ATL1_MOUSE,1.326424,7.578134722947836,0.985,none
583,tr|E9PYF1|E9PYF1_MOUSE,-1.324632,7.2612152722685925,0.985,tr|E9PYF1|E9PYF1_MOUSE Aminopeptidase B
584,sp|Q99LC3|NDUAA_MOUSE,-1.32285,6.535243470502576,0.985,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial"
585,sp|Q924Z4|CERS2_MOUSE,-1.318416,8.463773578899398,0.985,Ceramide synthase 2
586,sp|Q8BPB5|FBLN3_MOUSE,-1.31657,8.08625302381716,0.985,EGF-containing fibulin-like extracellular matrix protein 1
587,tr|G3X8R5|G3X8R5_MOUSE,1.314061,7.043951418263276,0.985,tr|G3X8R5|G3X8R5_MOUSE Glutamine-rich protein 1
588,sp|P97363|SPTC2_MOUSE,-1.311552,7.636688447953283,0.985,Serine palmitoyltransferase 2
589,sp|Q64378|FKBP5_MOUSE,-1.3102,6.698187569866122,0.985,Peptidyl-prolyl cis-trans isomerase FKBP5
590,sp|Q9D0R8|LSM12_MOUSE,-1.304272,7.439016728387513,0.985,Protein LSM12 homolog
591,tr|A0A1L1SQA8|A0A1L1SQA8_MOUSE,1.301225,8.166193215170068,0.985,tr|A0A1L1SQA8|A0A1L1SQA8_MOUSE 40S ribosomal protein S25
592,sp|Q9JHH9|COPZ2_MOUSE,-1.300995,7.848226076651172,0.985,Coatomer subunit zeta-2
593,tr|A0A087WQE6|A0A087WQE6_MOUSE,-1.2909620000000002,7.993502361677889,0.985,tr|A0A087WQE6|A0A087WQE6_MOUSE Elongin-C (Fragment)
594,sp|Q9CXE7|TMED5_MOUSE,1.290384,6.938244451359276,0.985,Transmembrane emp24 domain-containing protein 5
595,sp|Q9JIM1|S29A1_MOUSE,1.287166,8.213252052196397,0.985,Equilibrative nucleoside transporter 1
596,sp|Q8R349|CDC16_MOUSE,-1.286185,7.492229415365499,0.985,Cell division cycle protein 16 homolog
597,sp|P23949|TISD_MOUSE,1.284668,6.653820100838234,0.985,mRNA decay activator protein ZFP36L2
598,sp|Q3V3R1|C1TM_MOUSE,-1.283198,9.356484780605221,0.985,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial"
599,tr|A0A0R4J0Q4|A0A0R4J0Q4_MOUSE,-1.281658,8.887887244081236,0.985,tr|A0A0R4J0Q4|A0A0R4J0Q4_MOUSE Lysyl oxidase homolog
600,tr|A0A140LIU9|A0A140LIU9_MOUSE,-1.279557,7.851454042980313,0.985,tr|A0A140LIU9|A0A140LIU9_MOUSE Translocator protein (Fragment)
601,sp|Q9QYI5|DNJB2_MOUSE,-1.274318,8.553166699496046,0.985,DnaJ homolog subfamily B member 2
602,sp|P70670|NACAM_MOUSE,-1.271332,7.553069479363698,0.985,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form"
603,sp|Q3UFS0|ZY11B_MOUSE,-1.271015,6.59179894573054,0.985,Protein zyg-11 homolog B
604,tr|F6U6X3|F6U6X3_MOUSE,-1.269639,6.912078508319208,0.985,tr|F6U6X3|F6U6X3_MOUSE Dual-specificity tyrosine-phosphorylation-regulated kinase 1A
605,tr|K7N747|K7N747_MOUSE,1.267978,6.930989760275862,0.985,none
606,tr|Q8C5X1|Q8C5X1_MOUSE,1.267764,7.733365812509281,0.985,none
607,tr|F6UFZ5|F6UFZ5_MOUSE,1.267412,7.26403822599312,0.985,none
608,sp|Q3TDN2|FAF2_MOUSE,-1.266686,7.8565174299138265,0.985,FAS-associated factor 2
609,sp|Q9D2R0|AACS_MOUSE,1.266635,8.219715475855502,0.985,Acetoacetyl-CoA synthetase
610,tr|A0A1D5RLD8|A0A1D5RLD8_MOUSE,-1.265605,10.031650793551265,0.985,tr|A0A1D5RLD8|A0A1D5RLD8_MOUSE Glyceraldehyde-3-phosphate dehydrogenase
611,sp|Q60715|P4HA1_MOUSE,-1.261663,8.165807979003786,0.985,Prolyl 4-hydroxylase subunit alpha-1
612,tr|A0A2R8VHQ0|A0A2R8VHQ0_MOUSE,-1.25792,8.63490027448999,0.985,tr|A0A2R8VHQ0|A0A2R8VHQ0_MOUSE Tensin-2
613,tr|Q0PD20|Q0PD20_MOUSE,1.257211,6.773245067425772,0.985,tr|Q0PD20|Q0PD20_MOUSE Rab34
614,tr|A0A087WP74|A0A087WP74_MOUSE,-1.2549290000000002,7.891543032662224,0.985,tr|A0A087WP74|A0A087WP74_MOUSE Retroelement silencing factor 1
615,tr|B1AS46|B1AS46_MOUSE,-1.251869,7.03148925570975,0.985,tr|B1AS46|B1AS46_MOUSE Zinc finger protein castor homolog 1
616,sp|Q8VDM4|PSMD2_MOUSE,1.250819,8.554707161086906,0.985,26S proteasome non-ATPase regulatory subunit 2
617,sp|Q8VCX5|MICU1_MOUSE,-1.247209,6.143170993200179,0.985,"Calcium uptake protein 1, mitochondrial"
618,tr|A2AMW0|A2AMW0_MOUSE,1.246714,7.134272756620629,0.985,tr|A2AMW0|A2AMW0_MOUSE F-actin-capping protein subunit beta
619,tr|Z4YJV4|Z4YJV4_MOUSE,-1.245282,7.6539068296416986,0.985,"tr|Z4YJV4|Z4YJV4_MOUSE 2-oxoglutarate dehydrogenase, mitochondrial"
620,sp|P47915|RL29_MOUSE,-1.2436049999999998,8.123851640967086,0.985,60S ribosomal protein L29
621,sp|P16045|LEG1_MOUSE,-1.240399,8.560014288007842,0.985,Galectin-1
622,sp|P63163|RSMN_MOUSE,1.238842,7.702585613926875,0.985,Small nuclear ribonucleoprotein-associated protein N
623,tr|B2RQ57|B2RQ57_MOUSE,-1.233517,6.325474612795331,0.985,tr|B2RQ57|B2RQ57_MOUSE Tyrosine-protein kinase
624,sp|Q9CQR6|PPP6_MOUSE,1.233235,6.774429368091805,0.985,Serine/threonine-protein phosphatase 6 catalytic subunit
625,sp|Q3UN02|LCLT1_MOUSE,-1.229912,8.967547976218862,0.985,Lysocardiolipin acyltransferase 1
626,tr|A0A171EBL2|A0A171EBL2_MOUSE,-1.2286709999999998,6.83402628952974,0.985,tr|A0A171EBL2|A0A171EBL2_MOUSE E3 ubiquitin-protein ligase RNF213
627,sp|P61022|CHP1_MOUSE,1.2284540000000002,8.299572666758495,0.985,Calcineurin B homologous protein 1
628,tr|A0A286YCG4|A0A286YCG4_MOUSE,1.226446,6.129206357747529,0.985,tr|A0A286YCG4|A0A286YCG4_MOUSE Long-chain-fatty-acid--CoA ligase 5 (Fragment)
629,tr|F6THK7|F6THK7_MOUSE,-1.224618,6.225180008177683,0.985,none
630,sp|P63101|1433Z_MOUSE,1.218387,8.40849436021236,0.985,14-3-3 protein zeta/delta
631,sp|Q9CWT6|DDX28_MOUSE,-1.217314,7.407764695761827,0.985,Probable ATP-dependent RNA helicase DDX28
632,sp|P58252|EF2_MOUSE,1.217288,8.438953507704396,0.985,Elongation factor 2
633,sp|Q5EBG6|HSPB6_MOUSE,-1.215386,7.912795775382461,0.985,Heat shock protein beta-6
634,sp|Q6P9L6|KIF15_MOUSE,-1.214977,7.6491303221219455,0.985,Kinesin-like protein KIF15
635,sp|Q9WVD5|ORNT1_MOUSE,1.2122190000000002,7.1786316753932535,0.985,Mitochondrial ornithine transporter 1
636,sp|Q8BHJ5|TBL1R_MOUSE,-1.207026,7.894454527369783,0.985,F-box-like/WD repeat-containing protein TBL1XR1
637,sp|Q8CGC7|SYEP_MOUSE,1.204769,8.8709186663221,0.985,Bifunctional glutamate/proline--tRNA ligase
638,sp|Q9D2Y4|MLKL_MOUSE,-1.198612,8.388332147857216,0.985,Mixed lineage kinase domain-like protein
639,tr|A0A1B0GRX7|A0A1B0GRX7_MOUSE,1.197863,7.160918499539781,0.985,tr|A0A1B0GRX7|A0A1B0GRX7_MOUSE Cytohesin-2
640,sp|Q9JJI8|RL38_MOUSE,1.197009,8.974447211569503,0.985,60S ribosomal protein L38
641,sp|Q8R2R1|POMT1_MOUSE,-1.194811,6.035229556350212,0.985,Protein O-mannosyl-transferase 1
642,tr|Q3KQM4|Q3KQM4_MOUSE,-1.18987,7.935749033031867,0.985,tr|Q3KQM4|Q3KQM4_MOUSE U2 snRNP auxiliary factor large subunit
643,sp|P61924|COPZ1_MOUSE,1.188802,7.631575660859227,0.985,Coatomer subunit zeta-1
644,sp|P52432|RPAC1_MOUSE,-1.186411,8.16426360802266,0.985,DNA-directed RNA polymerases I and III subunit RPAC1
645,sp|Q9DCT5|SDF2_MOUSE,-1.177236,8.437940723145356,0.985,Stromal cell-derived factor 2
646,tr|A2A6G9|A2A6G9_MOUSE,1.176412,6.742905722560183,0.985,tr|A2A6G9|A2A6G9_MOUSE LIM and SH3 domain protein 1 (Fragment)
647,sp|Q8C3X8|LMF2_MOUSE,-1.173714,8.859906492919118,0.985,Lipase maturation factor 2
648,tr|A2AQD6|A2AQD6_MOUSE,-1.170768,6.488127496247459,0.985,tr|A2AQD6|A2AQD6_MOUSE Protein ITPRID2
649,tr|D3YX14|D3YX14_MOUSE,1.169825,5.862930032708614,0.985,tr|D3YX14|D3YX14_MOUSE DNA damage-inducible transcript 3 protein (Fragment)
650,tr|Q5SX75|Q5SX75_MOUSE,-1.168107,6.781116024785705,0.985,tr|Q5SX75|Q5SX75_MOUSE Prolyl 4-hydroxylase subunit alpha-2
